word,phonetic,pos,meaning,examples,memory_methods,derivatives,collocations,extensions,chapter,source_page,source_book,confidence
hacking,/ˈdʒiːniəs/,n.,天才，天赋，天资；天才人物,He displayed an originality amounting almost to genius. 他显示出近乎 天才的创造性。 fraud genius genuine,"针对整个单词采用谐音记忆法：genius 的发音类似中文""吉尼斯""，对应吉尼斯世 界纪录 ——> 能够创造吉尼斯世界纪录的人都是万中无一的""天才""，故 genius 表 示 n.天才，天才人物；稍作延伸表示天才身上所具有的特质，即 n.天赋，天资",,,,Part2,1162,单词突围5200 上册,1.0
handicap,/ˈhændikæp/,n.,（身体或智力方面的）缺陷；障碍，不利条件；vt.妨碍，使不利,Poor eyesight is not a handicap to a student. 视力不好对一个学生来说 handicap 并不算是障碍。,"划分：hand | (d)i | cap 针对第1个元素采用含义联想法：hand 为已经记忆过的单词，表示 n.手； 针对第2个元素采用谐音记忆法：di 在单词里的发音类似中文""地""，地面； 联系 n.（身体或智力方面的）缺陷 的含义，再综合考虑 hand（手）+ di（低） ——> 想象一个人的手臂长得拖到了地面上，就好像一只猴子一样。这种生理性的 怪异表明他在身体上有缺陷，也就是我们平时说的残疾。由此记住 handicap 表 示 n.（身体或智力方面的）缺陷； 进一步延伸，（身体或智力方面的）缺陷必将会阻碍一个人的发展和进步，成为一 个人发展的障碍，故 handicap 作名词表示 n.障碍，不利条件；由名词延伸出动 词，表示 vt.妨碍，使不利",,,handicapped ad .残疾的,Part3,1168,单词突围5200 上册,1.0
handicapped,/'hændɪkæpt/,,ad .残疾的；弱智的,Lack of money handicapped him in his business badly. 缺钱使他的生意 不好。,handicap 为已经记忆过的单词，表示 n.（身体或智力方面的）缺陷；末尾加上 -ed 形容词后缀，得到核心含义相同的形容词含义：1）表示身体有缺陷的，即 ad .残疾的；2）表示智力有缺陷的，即 ad .弱智的,,,,Part3,1169,单词突围5200 上册,1.0
harbor,/ˈtelɪskəʊp/,n.,望远镜,Teachers and students went to the playground to look at the stars in the sky through a telescope. 老师和学生们来到操场上，通过望远镜看天上的星 星。,划分：tele | scope 针对第1个元素采用,,,telescopic ad .望远镜的,part,1321,单词突围5200 上册,1.0
hardware,/ˈsɒftweə(r)/,n.,软件,You can download free softwares on this website. 你在这个网站可以下 载免费的软件。,划分：soft | ware 针对第1个元素采用含义联想法：soft 为熟悉单词，意为 ad .软的；著名的微软公 司，英文名即为 Microsoft； 针对第2个元素采用含义联想法：通过 ware 的发音和字形容易让人联想到已经记 忆过的单词 wear v.穿戴，引申为穿戴的东西、穿戴的玩意儿，广义上看可以直接 理解为东西、玩意儿； 综合考虑 soft（软的）+ ware（东西、玩意儿）——> 软的东西，即 n.软件； | 词根分析：ware：词根，表示器件，器物，货物； | 巧记：通过 ware 谐音 wear，联想到穿戴的东西、玩意儿，即器件，器物，货 物,,,hardware n.硬件； software hardware,Part3,412,单词突围5200 上册,1.0
hardworking,/ˈberi/,vt.,埋，葬,He buried himself in reading. 他埋头苦读。,通过字形动态来完成记忆：考虑到 bury 的含义是 v.埋，葬；观察 bury 的字形发 现其中的字母 u 很像完成埋葬时在地上挖出的土坑。 不妨想象 bury 中的字母 u 中的凹陷就是你自己挖出来用于埋葬的土坑，而现在你 正在努力的用沙土去填平那个坑，由此情景便可记住 bury 作动词表示 v.埋，葬,,bury （oneself）in 埋头于，专心于,,Part2,1148,单词突围5200 上册,1.0
harm,/ˈhɑːmfl/,,ad .有害的；致伤的,Watching TV for a long time can be harmful to children's eyesight. 长 时间看电视对孩子的视力有害。,"harm 为已经记忆过的单词，意为 vt.损害，损伤；加上 -ful 形容词后缀表示核心 含义相同的形容词含义，即 ad .有害的；将造成损伤的； 或者对单词进行划分：harm | ful 针对第1个元素采用记忆法：harm 在单词中的发音类似中文里的""害""，引申为伤 害，损害； 针对第2个元素采用",,,,part,1324,单词突围5200 上册,1.0
harmonious,/ha r'm uniss/,,ad .和谐的；悦耳的,They can build more harmonious society once inequality and exploitation are removed.消除了不均与剥削，他们就能建立一个更为和 谐的社会。 harmonious,harmony 为已经记忆过的单词，表示 n 和谐；融洽；末尾加上 -ous 形 容词后缀，得到核心含义相同的形容词含义，表示ad 和谐的；由此进 行延伸，具体表示乐曲中音调搭配和谐形成动听的旋律，这里的 harmonious 具体表示 ad .悦耳的,,,,part,1327,单词突围5200 上册,1.0
haven,/ˈheɪvn/,n.,避难所，安息所；港口；vt.为…提供避难处；安置…于港中,The library is a haven of peace and quiet. 图书馆是个平和而安静的去 处。,"划分：have | n 带你背： 针对第1个元素采用含义联想法：have 为熟悉单词，表示 v.有，拥有； 针对第2个元素采用谐音记忆法：将 n 作为拼音首字母进行拼读，得到""你""； 综合考虑 have（有，拥有）+ n（你）——> 有你的地方就是我最安全的""港湾； 避风港""；想象一对情侣亲密对话的场景，男孩子对女孩子温柔地说""我爱你！有你 的地方就是我安心的港湾""，故 haven 表示 n.避难所，安息所；港口；由名词延伸 为动词，表示 vt.为…提供避难处；安置…于港中",,,,Part4,320,单词突围5200 上册,1.0
having,/daɪˈvɜːs/,,ad .不同的，多种多样的,"The word is now used in a sense diverse from the original meaning. 在某种意义上说, 此词现在的含义与最初的含义完全不同。",划分：di | vers | e 针对第1个元素采用 | 词根分析：di：前缀，表示分离； vers：词根，表示转，变； | 巧记：通过熟练掌握 diverse 反向记忆，di | vers | e：其中 di 表示分离，区 分；vers 表示转变 ——> 不同的手机为了能够提高自己的区分度（di），都努力 尝试各种外形的变化（vers），最终让手机的外观显得 ad .多种的；各种各样的,,,diversify vt.使多样化,Part4,560,单词突围5200 上册,1.0
hawk,/hɔːk/,n.,"鹰；（主战或主张强硬路线的）""鹰派""人物；vt.叫卖，兜售",Jerry hawked his ring for ＄30. 杰里以30美元沿街兜售他的戒指。,"① 针对整个单词采用谐音记忆法：hawk 的发音类似中文""获客""，获得客人买自己 的东西，对应将东西推销卖给别人的场景，由此想象小摊小犯在马路上叫卖兜售商 品的场景，进而把握 hawk 表示 vt.叫卖，兜售； obsessive hawk ② 切换思路，划分：haw | k 针对第1个元素采用谐音记忆法：haw 在单词里的发音类似中文""活""，活的，表示 动物； 针对第2个元素采用字形联想法：如下图所示，字母 k 的外形类似雄鹰飞翔时展开 的翅膀； 综合考虑 haw（活的动物）+ k（张开翅膀飞翔的姿态）——> 张开翅膀呈现 k 型 飞翔的动物，即表示如上图所示的 n.鹰；稍作延伸表示 n.（主战或主张强硬路线 的）""鹰派""人物",,,,Part2,837,单词突围5200 上册,1.0
hazard,/ˈhæzəd/,n.,危险；公害；vt.冒…风险；冒失地提出,I did not fear to hazard another sound of derision. 我不怕冒再次被嘲 笑的危险。,"① 针对整个单词采用谐音记忆法：hazard 发音类似中文""害人的""，由此延伸得到 名词含义表示可能害人的东西，即 n.危险；公害； ② 针对整个单词采用谐音记忆法：hazard 发音类似中文""骇人的""，即令人感到害 怕的 ——> 联想到令人感到害怕的风险和危险，引申为动词表示 vt.冒…风险；冒 失地提出",,,hazardous ad .危险的,Part3,863,单词突围5200 上册,1.0
hazardous,/ˈhæzərdəs/,,ad .冒险的，有危险的,These conditions are very hazardous for shipping. 这些情况对航海非常 不利。,hazard 为已经记忆过的单词，表示 n.危险；风险；末尾加上 -ous 形容词后缀， 得到核心含义相同的形容词含义，表示 ad .冒险的，有危险的,,,,Part3,863,单词突围5200 上册,1.0
headlines,/rɪˈtriːv/,vt.,重新得到，取回；挽回，补救；检索,Yesterday I retrieved the bag I left in the train. 昨天我取回了遗留在火车 上的包。,划分：re｜tr｜ieve 针对第1个元素采用,,,,part,1305,单词突围5200 上册,1.0
health,/helθ/,n.,健康，卫生,He is in poor health. 他的健康状况很差。,我们在记忆 wealth 这个单词时采用了 health 作为辅助：health（健康）是最大 的 wealth（财富），其中的 health 表示 n.健康，卫生； urbanization wealth health,,,healthy ad .健康的，健壮的；healthful ad .有益于健康 的；unhealthy ad .不健康的，对健康有害的,participate为已经记忆过的单词，表示vi.参加，参与；末尾去掉-te动词后缀，,308,单词突围5200 上册,1.0
healthy,/ˈhelθi/,,ad . 健康的，健全的；有益于健康的,Physical fitness is having a strong healthy body. 身体健康就是有一个强 壮健康的身体。,health 为已经记忆过的单词，表示 n.健康，卫生；末尾加上 -y 形容词后缀，得到 核心含义相同的形容词含义，即 ad . 健康的，健全的；有益于健康的,,,,participate为已经记忆过的单词，表示vi.参加，参与；末尾去掉-te动词后缀，,309,单词突围5200 上册,1.0
heartily,/klɪŋ/,vi.,（cling，clung，clung）紧紧抓住（或抱住）；黏着，挨着；依附，依 恋；坚持，墨守，忠实于,"While many countries use the smarter EMV cards, the U.S. still clings to its old magstripe technology. 很多国家用的是更加智能的 EMV 智能卡，而 美国仍然坚持使用旧的磁条技术。","针对整个单词采用谐音记忆法：cling 发音类似中文""可黏""，可以黏着，表示""两个 物体粘连在一起""这个核心含义内核 ——> vi.紧紧抓住（或抱住）；黏着，挨着； 依附，依恋；坚持； 通过 n.坚持 的含义进行延伸 ——> 始终坚持一项条例，尽管它已经过时不再适用 于这个时代也依然不改变。对应这种不知变通地坚守，把握 cling 还可以表示 v.墨 守，忠实于",,cling (on) to 紧紧抓住（或抱住）；坚持； arrangement cling,,Part2,1140,单词突围5200 上册,1.0
hectic,/ˈhektɪk/,,ad . 繁忙的；发烧的，有肺病征兆的,An example of somewhere that is a little too hectic is Los Angeles.一 个有点繁忙的地方的例子是洛杉矶。,"划分：hec｜tic company companionship hectic 针对第1个元素采用谐音记忆法：hec 在单词里的发音类似中文的""还咳""； 针对第2个元素采用",,,,Part3,1171,单词突围5200 上册,1.0
height,/haɪt/,n.,高，高度,What is your height？ 你有多高？,对整体采用发散联想记忆法：通过 height 从字形、发音以及含义都容易让我们联 想到已经记忆过的单词 high ad .高的；对 high 进行简单变形并加上 -t 这个名词 后缀即得到 high 的名词形式，即 n.高，高度,,,,Part2,1041,单词突围5200 上册,1.0
heighten,/ˈhaɪtn/,v.,提高，升高，增加,Day by day the structure heightened. 建筑物逐日增高。,height 为已经记忆过的单词，表示 n.高，高度；末尾加上 -en 动词后缀，表示 使… ——> 使变得更高，变得更多。即 v.提高，升高，增加,,,,Part2,1041,单词突围5200 上册,1.0
hemisphere,/ˈhemɪsfɪr/,n.,（地球或天体的）半球；大脑半球,The Northern Hemisphere is the part of the world north of the equator，and the Southern Hemisphere is south of the equator. 北半球是地 球赤道以北的部分，南半球是赤道以南的部分。,"划分：hemi | sphere 针对第1个元素采用 | 词根分析：sphere hemisphere hemi：词根，表示一半； | 巧记：通过hemi的字形和发音联想到 him pron.他，从而联想到男性是性别的""一 半""，由此把握 hemi 表示一半。",,,,Part3,1059,单词突围5200 上册,1.0
her,/ɪmˈpɪrɪkl/,,ad . 以经验（或观察）为依据的；经验主义的，经验的,I find no empirical evidence to support this argument我没有找到实践 经验的证明来支持这个论点。,① 划分：em | pir | ical 针对第一个元素采用,,,empirically adv.经验主义地,party.,1302,单词突围5200 上册,1.0
hinder,/ˈhɪndə(r)/,vt.,阻碍，妨碍,The career of the governor was hindered by the bribery scandal. 这位 州长的仕途因受贿丑闻受到阻碍。 hinder,"划分：hind | （d）er 针对第1个元素采用含义联想法：通过 hind 的字形和发音联想到已经记忆过的单 词 behind prep.在…后面； 针对第2个元素采用谐音记忆法：der 在单词里的发音类似中文""的""； 综合考虑 hind（behind - 在…后面）+ der（的）——> 使人处于后面的行为。 想象有人在排队时想要插队，你站出来让他乖乖待在后面（hind）这样一个场景， 那么对于插队者而言，你的行为就是在""阻碍，妨碍""它。故 hinder 表示 vt.阻碍， 妨碍",,,,Part4,783,单词突围5200 上册,1.0
